SITE,Bird_ID,DATE,Time_ID,T_intervals,T_minutes,X_Estimate,Y_Estimate
TBS,28,9-Aug-01,16,0.104166667,150,371513,69804.21379
TBS,28,9-Aug-01,17,0.020833333,30,371118,69932.45826
TBS,28,9-Aug-01,24,0.083333333,120,371530,69708.42541
TBS,28,9-Aug-01,26,0.020833333,30,371562,69788.46894
TBS,28,9-Aug-01,27,0.020833333,30,371654,69991.5426
TBS,28,10-Aug-01,21,,0,370221,70356.81776
TBS,28,10-Aug-01,23,0.03125,45,370353,70176.88713
TBS,28,10-Aug-01,24,0.020833333,30,369908,70334.9571
TBS,28,10-Aug-01,26,0.020833333,30,370312,70131.27182
TBS,28,11-Aug-01,9,,0,371054,70075.83833
TBS,28,11-Aug-01,11,0.041666667,60,370466,70158.40199
TBS,28,14-Aug-01,4,,0,370917,70122.97973
TBS,28,14-Aug-01,5,0.013888889,20,371073,69998.92761
TBS,28,16-Aug-01,6,,0,370459,70157.03742
TBS,28,16-Aug-01,9,0.0625,90,370444,70154.54565
TBS,28,18-Aug-01,19,,0,374317,69190.0717
TBS,28,18-Aug-01,22,0.020833333,30,370449,70155.41904
TBS,28,18-Aug-01,24,0.041666667,60,370996,70029.32262
TBS,28,18-Aug-01,28,0.055555556,80,371911,69585.29506
TBS,28,19-Aug-01,10,,0,372130,70515.64
TBS,28,19-Aug-01,11,0.020833333,30,372746,70472.59
